Date,Service,Region,UsageHours,Cost
2023-02-14,Amazon CloudFront,us-east-1,3.26,15.3
2023-02-13,Amazon EC2,ap-south-1,19.48,13.3
2023-01-05,Amazon CloudFront,us-west-2,3.81,14.07
2023-03-11,Amazon CloudFront,us-west-2,3.88,13.96
2023-01-26,Amazon EC2,ap-south-1,20.56,1.89
2023-03-09,AWS Lambda,us-west-2,8.93,46.35
2023-01-19,Amazon RDS,eu-west-1,1.71,10.76
2023-03-25,Amazon S3,eu-west-1,2.19,21.06
2023-01-20,Amazon CloudFront,us-west-2,4.27,0.58
2023-01-12,Amazon RDS,eu-west-1,5.91,42.91
2023-02-16,AWS Lambda,us-east-1,16.3,36.58
2023-01-01,Amazon S3,ap-south-1,4.62,47.34
2023-03-31,Amazon S3,us-east-1,3.73,39.1
2023-01-14,Amazon CloudFront,ap-south-1,18.59,15.75
2023-03-05,Amazon EC2,us-west-2,16.43,12.47
2023-02-07,AWS Lambda,us-east-1,11.01,34.92
2023-02-06,Amazon CloudFront,us-west-2,13.63,18.27
2023-01-11,AWS Lambda,us-west-2,8.18,28.35
2023-03-18,Amazon EC2,ap-south-1,12.1,0.41
2023-01-03,Amazon EC2,ap-south-1,12.65,3.19
2023-02-02,Amazon CloudFront,ap-south-1,9.91,26.81
2023-01-06,Amazon EC2,us-east-1,21.85,28.35
2023-02-19,Amazon RDS,eu-west-1,1.37,37.6
2023-01-10,Amazon S3,ap-south-1,18.99,6.69
2023-01-05,Amazon CloudFront,ap-south-1,3.86,25.71
2023-01-23,AWS Lambda,us-east-1,19.34,9.8
2023-01-10,Amazon RDS,ap-south-1,15.17,4.75
2023-02-13,Amazon CloudFront,us-east-1,20.4,20.58
2023-01-02,Amazon EC2,us-west-2,3.24,8.25
2023-01-13,Amazon EC2,ap-south-1,13.86,11.17
2023-02-09,Amazon EC2,ap-south-1,12.53,15.95
2023-01-02,Amazon EC2,us-west-2,17.24,13.04
2023-03-25,AWS Lambda,us-west-2,13.29,4.47
2023-03-06,Amazon RDS,us-west-2,13.44,4.59
2023-03-04,Amazon S3,ap-south-1,10.88,9.74
2023-03-14,AWS Lambda,eu-west-1,8.1,2.62
2023-01-17,AWS Lambda,eu-west-1,12.09,31.36
2023-01-09,Amazon S3,eu-west-1,3.73,14.44
2023-03-16,Amazon S3,ap-south-1,23.11,14.06
2023-01-15,Amazon EC2,us-west-2,17.43,16.67
2023-01-24,AWS Lambda,ap-south-1,22.91,33.17
2023-02-07,Amazon CloudFront,us-west-2,6.21,43.54
2023-02-04,Amazon S3,ap-south-1,21.22,37.98
2023-02-18,Amazon S3,ap-south-1,19.6,36.4
2023-03-10,Amazon RDS,us-west-2,16.57,24.27
2023-03-03,Amazon CloudFront,eu-west-1,15.38,34.72
2023-03-01,Amazon CloudFront,us-west-2,8.28,27.68
2023-02-19,Amazon S3,us-east-1,19.78,10.89
2023-03-19,Amazon EC2,us-east-1,12.53,10.51
2023-03-16,Amazon RDS,us-west-2,2.63,14.89
2023-01-09,Amazon CloudFront,ap-south-1,8.2,45.55
2023-02-03,Amazon S3,us-east-1,22.51,27.42
2023-03-17,Amazon CloudFront,us-east-1,20.57,36.72
2023-02-04,Amazon RDS,ap-south-1,23.58,17.39
2023-01-01,Amazon RDS,ap-south-1,15.44,20.45
2023-02-09,AWS Lambda,eu-west-1,6.69,6.37
2023-03-05,Amazon S3,ap-south-1,4.74,8.65
2023-01-22,Amazon RDS,us-west-2,5.3,41.39
2023-03-01,AWS Lambda,us-west-2,1.46,29.28
2023-03-05,AWS Lambda,eu-west-1,9.99,16.94
2023-03-13,Amazon CloudFront,us-east-1,5.4,40.16
